"answer","question"
"İSTE’de 37 profesör, 46 doçent ve 78 doktor öğretim üyesi olmak üzere toplam 161 akademik personel bulunmaktadır.","iste_toplam_akademisyen_sayısı"
"İSTE’de 37 profesör, 46 doçent ve 78 doktor öğretim üyesi olmak üzere toplam 161 akademik personel bulunmaktadır.","okulda_kaç_hoca_var"
"İSTE’de 37 profesör, 46 doçent ve 78 doktor öğretim üyesi olmak üzere toplam 161 akademik personel bulunmaktadır.","üniversitede_kaç_prof_var"
"İSTE’de 37 profesör, 46 doçent ve 78 doktor öğretim üyesi olmak üzere toplam 161 akademik personel bulunmaktadır.","iste_akademik_kadro_sayısı"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_topluluklar"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","üniversitedeki_topluluklar"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","üniversite_topluluklar"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","üniversitedeki_klüpler"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","üniversite_klüpler"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_toplulukları"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","istede_bulunan_klüpler_nelerdir"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","istede_bulunan_topluluklar_nelerdir"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_klüpler"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_klüp_isimleri"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_topluluk_isimleri"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","istede_hangi_klüpler_var"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","istede_hangi_topluluklar_var"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_klüp_adları"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_topluluk_adları"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","istedeki_topluluklar"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","istedeki_klüpler"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_aktif_topluluklar"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_aktif_klüpler"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","aktif_topluluklar"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","aktif_klüpler"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","klüpler"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","topluluklar"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","klüp"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","topluluk"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","IEEE_aktif_mi"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","IEEE_var_mı"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","IEEE_kulübü_var_mı"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","IEEE_topluluğu_aktif_mi"
"İSTE’de birçok kulüp ve topluluk bulunmaktadır. Listeyi görüntülemek için https://iste.edu.tr/kulupler adresini ziyaret edebilirsiniz.","iste_topluluk_listesi"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bir_dönemde_kaç_kredi_alınır"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","kaç_kredi_alabilirim"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","kaç_kredi_alma_hakkım_var"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","kaç_kredi_almalıyım"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","kaç_akts_almalıyım"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","kaç_akts_almam_gerek"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bir_dönemde_almam_gereken_kredi"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bir_dönemde_almam_gereken_akts"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","1_dönemde_almam_gereken_kredi"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","1_dönemde_almam_gereken_akts"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","kaç_kredi_hakkım_var"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","kaç_akts_hakkım_var"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bir_dönemde_alınabilecek_kredi_miktarı"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","maksimum_kredi_miktarı"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","azami_akts_miktarı"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bir_dönemde_kaç_akts_alabilirim"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","öğrenciler_bir_dönemde_ne_kadar_kredi_alabilir"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliği_dönemlik_kaç_akts_ders_alabilir"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliği_dönemlik_kaç_akts_ders_almalı"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliğinde_kaç_akts_alabilirim"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliğinde_kaç_akts_almalıyım"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliği_bir_dönemde_kaç_kredi"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bm_bir_dönemde_kaç_akts_alınır"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliği_öğrencisi_kaç_akts_alabilir"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bm_öğrencileri_bir_dönemde_kaç_kredi_alır"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliği_azami_akts"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bm_bir_dönemde_alınabilecek_en_fazla_akts"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliği_akts_sınırı"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bilgisayar_mühendisliğinde_öğrenciler_ne_kadar_akts_alır"
"Bir dönemde alınabilecek azami kredi (AKTS) miktarı genellikle 30’dur. Öğrenciler, danışman onayıyla bu miktarı biraz artırabilirler.","bm_de_bir_dönemde_kaç_kredi_alınabilir"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_ne_zaman"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_ne_zaman_yapılacak"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_ne_zamandır"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_tarihi"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_tarihi"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_ne_zaman"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_tarihi_ne_zaman"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_ne_zaman_olacak"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_hangi_ayda"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_hangi_tarihte"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_zamanı"
"Her dönemin sonunda mezuniyet töreni yapılmaktadır.","mezuniyet_töreni_yeri_ve_zamanı"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_nasıl_öğrenebilirim"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaran_ne"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_nasıl_bulurum"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarası_öğrenme"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaram_kaç"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_nereden_görebilirim"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_nasıl_bakarım"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarası_nedir"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarasını_nasıl_görebilirim"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarasını_nasıl_öğrenebilirim"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarasını_nereden_bulabilirim"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_nereden_bulurum"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","obs_den_öğrenci_numaramı_nasıl_görebilirim"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarası_öğrenmek_için_ne_yapmalıyım"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_öğrenmek_istiyorum"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarası_nasıl_bulunur"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_nasıl_görebilirim_obs"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numaramı_obs_den_öğrenebilir_miyim"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarasını_karttan_nasıl_bulurum"
"Öğrenci numaranızı OBS sisteminden veya öğrenci kartınızı inceleyerek öğrenebilirsiniz.","öğrenci_numarasını_kartta_nerede_yazar"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_nasıl_alınır"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesini_nereden_alabilirim"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_nereden_çıkarılır"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgemi_nereden_görebilirim"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgemi_kimden_alabilirim"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_alma"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgemı_nereden_alabilirim"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgem_nerede"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_hangi_sayfada"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_görüntüleme"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgemı_nasıl_görebilirim"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgemı_nerede_bulabilirim"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_görme"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_e_devletten_nasıl_alınır"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_indirme"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_alma_yolları"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_nereden_girilir"
"Öğrenci belgesini e-Devlet üzerinden veya öğrenci işlerinden temin edebilirsiniz.","öğrenci_belgesi_sayfası"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","üniversitede_kaç_fakülte_var_yönlendir_ve_toplamı"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","istede_kaç_fakülte_var"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","üniversitede_kaç_fakülte_var"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","okulda_kaç_fakülte_var"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","istede_kaç_fakülte_vardır"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","üniversitede_kaç_fakülte_vardır"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","okulda_kaç_fakülte_vardır"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","istede_kaç_fakülte_bulunur"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","üniversitede_kaç_fakülte_bulunur"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","okulda_kaç_fakülte_bulunur"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","istede_kaç_fakülte_bulunuyor"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","üniversitede_kaç_fakülte_bulunuyor"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","okulda_kaç_fakülte_bulunuyor"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","istede_toplam_kaç_fakülte_var"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","iskenderun_teknikde_kaç_fakülte_bulunmakta"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","iste_fakülteleri"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","istede_bulunan_fakülteler"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","iste_toplam_fakülte_sayısı"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","üniversitedeki_fakülteler"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","fakülte_sayısı"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","okuldaki_fakülteler"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","iste_fakülte_listesi"
"Üniversitemizde toplam 7 fakülte bulunmaktadır. Detaylı bilgi için https://iste.edu.tr/fakulteler adresini ziyaret edebilirsiniz.","iste_fakülteler_linki"
"okulumuzda toplam 37 bölüm bulunmaktadır","okulda kaç bölüm var"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede kaç bölüm var"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede toplam kaç bölüm var"
"okulumuzda toplam 37 bölüm bulunmaktadır","okulda toplam kaç bölüm var"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede kaç fakülte var"
"okulumuzda toplam 37 bölüm bulunmaktadır","okulda kaç bölüm bulunuyor"
"okulumuzda toplam 37 bölüm bulunmaktadır","toplam kaç bölüm bulunuyor"
"okulumuzda toplam 37 bölüm bulunmaktadır","okulda kaç tane bölüm var"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede toplam kaç bölüm bulunuyor"
"okulumuzda toplam 37 bölüm bulunmaktadır","bölüm_sayısı_kaçtır"
"okulumuzda toplam 37 bölüm bulunmaktadır","toplam_bölüm_sayısı_nedir"
"okulumuzda toplam 37 bölüm bulunmaktadır","kaç_tane_bölüm_mevcut"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede_bölümler_kaç_tane"
"okulumuzda toplam 37 bölüm bulunmaktadır","okulda_bölümler_kaç_adet"
"okulumuzda toplam 37 bölüm bulunmaktadır","toplam_kaç_adet_bölüm_var"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede_bölüm_sayısı"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede_bölümler_toplamı"
"okulumuzda toplam 37 bölüm bulunmaktadır","okulda_bölüm_sayısı"
"okulumuzda toplam 37 bölüm bulunmaktadır","okulda_kaç_tane_bölüm_bulunuyor"
"okulumuzda toplam 37 bölüm bulunmaktadır","üniversitede_kaç_tane_bölüm_mevcut"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","e_posta_hesabı_nasıl_açılır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","eposta_hesabı_nasıl_açılır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","e_posta_hesabı_açma"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","e_posta_hesabı_açma_iste"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","eposta_hesabı_açma"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","okul_maili_nasıl_açılır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","üniversite_maili_açma"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","öğrenci_maili_nasıl_alınır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","iste_mail_başvuru_sayfası"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","iste_mail_hesabı_açma"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","öğrenci_maili_nasıl_açılır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","iste_maili_nasıl_alınır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","okul_eposta_hesabı_nasıl_alınır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","okul_maili_alma"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","üniversite_eposta_hesabı_nasıl_alınır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","iste_eposta_hesabı_nasıl_alınır"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","iste_mail_hesabı_başvurusu"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","mail_hesabı_başvurusu"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","eposta_başvuru_sayfası"
"E-posta hesabınızı https://iste.edu.tr/mailbasvuru adresinden açabilirsiniz.","iste_maili_nasıl_açılır"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","üniversitenin_logosu_ne_anlama_geliyor"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","logonun_manasi"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","logonun_anlamı"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","iste_logo_manasi"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","istenin_logosunun_anlamı"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","iste_logosunun_anlamı"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","okulun_logosu_ne_demek"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","iskenderun_teknik_üniversitenin_logosunun_anlamı"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","iste_logo_anlamı"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","okulun_logosunun_anlamı"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","üniversite_logosunun_manasi"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","iste_logosu_neyi_temsil_ediyor"
"Üniversite logomuz okulumuzun baş harfini içermektedir.","üniversite_logosu_anlamı"
"Sınav takvimini her sınav dönemi öncesinde bölümünüzün sayfasından görüntüleyebilirsiniz.","sınav_takvimi_nerede"
"Sınav takvimini her sınav dönemi öncesinde bölümünüzün sayfasından görüntüleyebilirsiniz.","sınav_takvimini_nereden_görebilirim"
